surveyuniqueid;Field;FieldOther;Whatisyourcurrentemploymentstatus;Employment;Gender;YearBorn;PHD10OTHERWISE;AverageRBudget;GovernmentFunds;useofsc;importance;frequence_of_purch;importancePrice;costMostExpensive;Purchase_collab;in_charge_purchase;collaboration_withFirm;price_latest_purchase;functionality_better_thanPrice;aReputation_better_thanPrice;cBrand_better_thanPrice;aReputation_better_thanC_brand;cBrand_better_thanFunctionality;aReputation_better_thanFunctiona;IR_input_from_others;IR_colleagues;IR_technical_conferences;IR_salespersons;IR_written_info;IR_brand;IR_peer_review;IR_previous_use;Ref_peer_reviewed_j;Ref_star_scientist;Ref_high_impact;Ref_industry_coauthor;Ref_firm_coauthor;Ref_in_high_impact_expensiveVSch;IR_colleagues_expensiveVScheap;Patents;ICA_exploration;ICA_firm_creation;ICA_licensing_income;ICA_negotiation_use;ICA_other;ICA_none;sumofpositiveICAS;Papers_published;Impact_factor;@5y_Impact_factor;Publications_HJ;US1EU0;IfindinputfromcolleaguesthatIamcurrentlycollaboratingorhavecolla;Ifindinputfromtechnicalconferencesworkshopsandfairsreliable;Ifindsalespersonsfromthefirmproducingandsellingtheinstrumentreli;Ifindwritteninformationwebsitesbrochuresofthefirmproducingandsel;Ifindthebrandofthefirmproducingandsellingtheinstrumentreliable;Ifindreferencesinpeerreviewedpaperstobereliable;Ifindreferencesinpeerreviewedpapersinhighimpactjournalstoberelia;CompletionStatus;Starttime;Closetime;ResponseDays1beforereminder2after1streminderbefore2nd3after3rdre;Budget_dummy;Age_dummy;Gov_dummy;ICAS_patent;pricemostexp;Response_half;Age_dummy1977;Impact_dummy7;Professor_responsehalf;Assocprofessor_responsehalf;Assistprofessor_responsehalf;Postdoc_responsehalf;PhDstudent_responsehalf;Impact_dummy8;Impact_dummy9;Young_highimpact7;Young_lowimpact7;Young_highlowimpact7;Young_highimpact9;Young_lowimpact9;Young_highlowimpact9
429;3; ;Associate professor;2;2;1972;1;1;3;1;1;3;3;3;3; ;3;1;1;1;2;1;4;3;3;2;4;4;3;2;2;1;3;3;3;3;4;3;2;0;0;0;0;0;0;1;0;10;2,54;3,14;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,88848;41407,89401;2;0;0;2; ;1;1;0;0; ;2; ; ; ;0;0; ; ; ; ; ; 
515;4; ;Post-doc;4;2;1976;1;1;1;1;3;4;1;2;1;4;2;2;2;2;5;1;5;4;2;2;3;2;4;4;3;3;2;2;2;2;2;3;2;0; ; ; ; ; ; ; ;12;9,494;10,445;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,89142;41407,89665;2;0;0;1; ;1;1;0;1; ; ; ;2; ;1;1; ; ; ; ; ; 
610; ; ;Associate professor;2;1;1967;1;1;3;1;2;3;2;3;1;1;3;3;2;4;4;2;5;4;2;2;3;3;3;4;4;3;3;3;3;4;4;3;3;0;0;0;0;0;1;0;1;18;38,59;38,15;1;0;1;2;3;3;3;2;2;Complete / Closed;41407,91089;41407,91625;2;0;0;2; ;1;1;0;1; ;2; ; ; ;1;1; ; ; ; ; ; 
691;1; ;Post-doc;4;1;1982;1;2;1;1;1;5;1;4;1;4;3;2;2;3;4;2;4;4;2;1;3;5;4;3;3;1;4;5;4;4;4;2;2;1;0;0;0;0;0;1;0;5;6,14;5,56;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,92555;41407,92937;2;1;0;1; ;2;1;1; ; ; ; ;2; ;0;0; ; ; ; ;1;1
773;1; ;Professor;1;1;1970;1;2;3;1;1;4;1;5;1;2;2;5;2;4;4;1;5;4;1;1;3;3;2;2;2;1;2;2;3;5;3;3;2;0;0;0;0;1;1;0;2;15;13,73; ;1;0;1;2;3;1;1;2;2;Complete / Closed;41407,93049;41407,93551;2;1;0;2; ;2;1;0;1;2; ; ; ; ;1;1; ; ; ; ; ; 
1318;1; ;Other;6;2;1976; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41407,94711; ;2; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
455;1; ;PhD student;5;2;1986;0;1;4;1;1;5;2;2;2;3;3;2;2;4;4;2;5;5;3;2;3;3;3;4;1;1;1;2;3;2;3;4;2;0;0;0;0;0;0;1;0;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41407,96814;41429,5308;2;0;0;2; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
814;1; ;Associate professor;2;1;1972;1;1;1;1;1;4;2;3;1;1;3;3;1;2;3;2;3;2;2;3;4;2;2;3;4;2;1;4;3;4;5;3;2;0;0;0;0;0;0;1;0;9;9,7;10,6;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,97168;41407,97639;2;0;0;1; ;1;1;0;1; ;2; ; ; ;1;1; ; ; ; ; ; 
190;3; ;Associate professor;2;1;1955;1;2;4;1;1;3;2;3;3; ;2;1;2;3;3;2;4;4;2;2;3;3;4;3;4;2;4;4;4;4;4;3;2;1;0;0;0;0;1;0;1;10;6,2;6,88;2;0;1;2;3;2;3;2;2;Complete / Closed;41407,97353;41407,98104;2;1;0;2; ;1;1;0; ; ;2; ; ; ;0;0; ; ; ; ; ; 
244;4; ;PhD student;5;2;1980;0;1;4;1;2;1;2;1;3; ;3;1;2;3;4;2;4;4;3;2;2;4;3;4;3;2;2;3;3;3;3;2;2;0;0;0;0;0;0;1;0;4; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,27163;41408,27622;2;0;0;2; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
1522;3; ;Post-doc;4;2;1982;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41408,30473; ;2;0;0;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
555;3; ;Other;6;2;1970;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,30757;41408,30824;2;0;0;1; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2556;1; ;Other;6;2;1974;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41408,31676; ;2; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
754;1; ;Other;6;1;1972;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,3378;41408,33835;2;0;0;1; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
616;1; ;Other;6;1;1970;1;1;3;1;1;3;1;3;1;2;1;3;1;4;5;4;5;4;2;2;2;2;3;3;2;2;2;2;2;2;2;3;3;1;0;1;0;0;0;0;1;13;2,04;2,29;5;0; ; ; ; ; ; ; ;Complete / Closed;41408,33864;41408,35019;2;0;0;2; ;1;1;0;0; ; ; ; ; ;0;0; ; ; ; ; ; 
372;2; ;Associate professor;2;1;1965;1;2;4;1;4;1;2;1;2;3;3;1;3;3;4;2;4;3;2;2;4;4;2;4;4;3;5;5;5;5;5;2;2;0;0;0;0;0;0;1;0;16;5,68;5,83;1;0;1;3;5;4;5;2;2;Complete / Closed;41408,3437;41408,35031;2;1;0;2; ;1;1;0;0; ;2; ; ; ;0;0; ; ; ; ; ; 
4418;1; ;Other;6;2;1980;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41408,34391; ;2; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
763;1; ;PhD student;5;1;1987;0;1;3;1;1;1;2;4;3; ;2;4;2;3;3;2;4;4;2;1;5;3;3;3;5;4;4;4;4;4;4;3;2;0;0;0;0;0;0;1;0;4;10,67;10,23;1;0;3;3;3;3;3;3;3;Complete / Closed;41408,34494;41408,34889;2;0;0;2; ;2;1;1;1; ; ; ; ;2;1;1;2; ;2;2; ;2
5265;1; ;Other;6;1;1946; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41408,34562; ;2; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1312;4; ;PhD student;5;2;1980;0;1;3;1;1;4;2;4;1;4;2;2;2;4;4;2;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41408,34607; ;2;0;0;2; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
721;3; ;PhD student;5;1;1988;0;1;4;1;1;5;2;4;2;2;2;4;1;4;4;2;4;4;2;2;3;4;3;3;3;1;2;3;2;5;5;4;1;0;0;0;0;0;0;1;0;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,34611;41408,3495;2;0;0;2; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
207;1; ;Other;6;2;1962;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;2;2;1;3;3;Complete / Closed;41408,34615;41408,34806;2;0;0;1; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
646;1; ;PhD student;5;2; ;0;3;4;1;1;4;1;4;1;2;2;4;2;2;2;3;3;3;1;1;4;1;1;2;4;2;2;2;2;2;2;3;2;1;0;0;0;0;0;1;0;2; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,3474;41408,35262;2;1;0;2; ;2;1; ; ; ; ; ; ;2; ; ; ; ; ; ; ; 
113;1; ;Associate professor;2;1;1948;0;1;1;1;1;4;2;2;1;2;2;2;2;4;5;2;5;4;2;2;3;4;3;2;5;2;4;4;4;5;5;3;1;0; ; ; ; ; ; ; ;14;15,202;15,385;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,34748;41408,35525;2;0;0;1; ;1;1;0;1; ;2; ; ; ;1;1; ; ; ; ; ; 
589;1; ;Other;6;1;1986;0;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,35;41408,35221;2;0;0;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1386;1; ;Other;6;2;1950; ; ; ;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41408,35011; ;2; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
571;2; ;Associate professor;2;1;1961;1;2;1;1;1;4;3;4;1;1;2;4;1;1;5;1;5;4;2;2;3;3;4;3;4;3;2;5;5;5;5;3;1;1;0;0;0;0;0;1;0;19;38,59;38,15;3;0; ; ; ; ; ; ; ;Complete / Closed;41408,35046;41408,36044;2;1;0;1; ;2;1;0;1; ;2; ; ; ;1;1; ; ; ; ; ; 
470;1; ;Associate professor;2;2;1972;1;1;1;1;2;5;1;2;2;3;3;2;2;2;3;2;5;4;2;2;4;2;3;3;3;2;2;3;3;4;4;3;2;1;0;0;0;0;0;1;0;4;6; ;2;0;1;2;3;2;2;2;1;Complete / Closed;41408,35147;41408,35531;2;0;0;1; ;1;1;0;0; ;2; ; ; ;0;0; ; ; ; ; ; 
360;3; ;Associate professor;2;1;1972;1;1;4;1;1;4;2;4;2;2;3;3;2;4;5;2;5;5;2;2;5;3;3;4;4;2;5;5;5;5;5;3;3;0;0;0;0;0;0;1;0;30;9,7;10,6;1;0;1;3;2;2;2;2;2;Complete / Closed;41408,3554;41408,35921;2;0;0;2; ;2;1;0;1; ;2; ; ; ;1;1; ; ; ; ; ; 
28;1; ;Post-doc;4;1;1970;1; ;3;1;1;4;2;3;1;4;2;2;2;4;4;4;4;4;3;2;4;3;2;2;4;3;4;4;4;4;4;4;2;0;0;0;0;0;0;1;0;15;4,75;5,172;6;0; ; ; ; ; ; ; ;Complete / Closed;41408,36116;41408,36772;2; ;0;2; ;1;1;0;0; ; ; ;2; ;0;0; ; ; ; ; ; 
294;1; ;PhD student;5;2;1983;0;1;3;1;1;4;1;3;1;4;3;1;1;2;2;3;3;2;4;4;3;4;2;3;2;2;1;2;2;3;4;2;3;0;0;0;0;0;0;1;0;4;5,25;5,86;0;0; ; ; ; ; ; ; ;Complete / Closed;41408,36213;41408,36739;2;0;0;2; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
761;1; ;Post-doc;4;1;1983;1;2;3;1;1;4;5;4;1;4;3;4;1;1;4;1;4;1;2;2;3;2;4;4;2;2;1;1;1;1;2;1;1;0;0;0;0;0;0;1;0;6;6,27;5,81;2;0; ; ; ; ; ; ; ;Complete / Closed;41408,36257;41408,36632;2;1;0;2; ;2;1;1; ; ; ; ;2; ;0;0; ; ; ; ;1;1
216;1; ; ;6;1;1981;0;1;1;1;2;1;3;3;3; ;2;3;2;3;4;3;4;4;3;2;4;2;2;3;4;4;4;4;4;4;4;3;2;0;0;0;0;0;0;1;0;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,3641;41408,36882;2;0;0;1; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
272;1; ;Other;6;1;1983;1;1;2;1;2;3;1;2;3; ;2;1;2;3;4;2;4;3;2;2;2;3;2;3;2;2;2;2;2;3;3;2;2;1;0;1;0;0;0;0;1;10;3,794;3,817;1;0;1;1;2;1;2;2;1;Complete / Closed;41408,36816;41408,37272;2;0;0;1; ;1;1;1;0; ; ; ; ; ;0;0; ;1;1; ;1;1
510;1; ;PhD student;5;2;1978;0; ; ;1;1;2;2;2;1;2;2;3;2;2;4;2;4;3;2;2;2;3;3;4;3;2;2;2;2;3;3;5;5;0;0;0;0;0;0;1;0;5; ; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,37088;41408,37836;2; ;0; ; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
107;2; ;PhD student;5;1;1982;0;1;1;1;2;5;2;1;3; ;3;1;2;3;5;3;5;3;2;5;5; ;3;4;3;2;3;3;3;3;3;3;3;0;0;0;0;0;0;1;0;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,38291;41408,38895;2;0;0;1; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
702;4; ;Other;6;2;1977;1;1;1;1;1;3;1;3;1;2;2;3;2;2;4;2;4;4;3;2;5;3;3;4;4;2;3;3; ;4;4;3;2;0;0;0;0;0;0;1;0;5;38,59;38,15;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,38411;41408,39193;2;0;0;1; ;1;1;1;1; ; ; ; ; ;1;1;2; ;2;2; ;2
414;1; ;Professor;1;1;1977;1;1;1;1;1;4;2;3;3; ;2;3;1;3;3;2;5;3;2;3;4;3;1;3;3;3;4;4;4;4;3;2;3;0;0;0;0;0;0;1;0;1;1,48;1,63;3;0;1;2;2;2;3;3;2;Complete / Closed;41408,38626;41408,39148;2;0;0;1; ;1;1;1;0;2; ; ; ; ;0;0; ;1;1; ;1;1
121;1; ;PhD student;5;1; ;0;1;1;1;1;4;2;4;3; ;3;1;2;2;2;2;4;4;3;4;4;4;3;3;3;4;3;2;2;2;2;2;2;0;0;0;0;0;0;1;0;4;1,39;1,46;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,38773;41408,39583;2;0;0;1; ;2;1; ;0; ; ; ; ;2;0;0; ; ; ; ; ; 
124;1; ;Other;6;2;1958;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,38809;41408,38869;2;0;0;1; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
628;2; ;Post-doc;4;2; ;1;2;1;1;1;5;2;5;3; ;3;1;1;3;4;2;4;4;2;2;3;3;2;2;2;1;2;1;1;2;4;3;3;0;1;0;0;0;0;0;1;5;38,59;38,15;0;0; ; ; ; ; ; ; ;Complete / Closed;41408,38885;41408,42471;2;1;0;1; ;2;1; ;1; ; ; ;2; ;1;1; ; ; ; ; ; 
249;1; ;PhD student;5;2;1982;0;1;1;1;1;3;1;3;3; ;3;3;2;2;4;1;5;4;3;1;3;4;3;4;2;3;2;3;2;5;3;3;2;0;0;0;0;0;0;1;0;2;6,16;6,09;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,39202;41408,41105;2;0;0;1; ;1;1;1; ; ; ; ; ;2;0;0; ; ; ; ;1;1
98;1; ;PhD student;5;1;1986;0;1;2;1;1;5;2;3;2;4;2;3;2;3;4;2;4;4;2;2;2;3;1;4;1;4;2;2;2;2;3;2;2;0;0;0;0;0;0;1;0;2;4,81;5,15;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,39978;41408,40607;2;0;0;1; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
679;3; ;Post-doc;4;2;1980;1;1;2;1;1;1;2;3;1;4;3; ;2;2;4;2;4;5;2;2;4;5;2;4;3;3;2;2;2;4;4;4;2;0;0;0;0;0;0;1;0;3; ; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,40094;41408,40528;2;0;0;1; ;1;1;1; ; ; ; ;2; ; ; ; ; ; ; ; ; 
365;3; ;Post-doc;4;1;1979;1;1;4;1;1;3;2;4;1;4;2;3;2;3;5;2;5;4;2;2;3;4;3;3;3;2;3;3;3;3;3;3;2;0;0;0;0;0;0;1;0;3;31,03;33,587;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,40099;41408,40875;2;0;0;2; ;2;1;1;1; ; ; ;2; ;1;1;2; ;2;2; ;2
46;3; ;Professor;1;1;1970;1;2;3;1;1;3;2;4;1;2;3;2;1;4;4;2;5;5;2;2;5;3;3;4;4;3;5;5;5;5;5;5;2;1;0;0;0;0;0;1;0;35;38,59;38,15;2;0;1;2;3;3;3;3;3;Complete / Closed;41408,40269;41408,41218;2;1;0;2; ;2;1;0;1;2; ; ; ; ;1;1; ; ; ; ; ; 
82;1; ;PhD student;5;2;1983;0;2;3;1;1;4;1;4;2;4;3;3;1;4;4;4;5;5;2;3;4;4;2;3;4;2;3;3;3;4;3;3;2;0; ; ; ; ; ; ; ;10; ; ;1;0;1;2;3;2;1;1;1;Complete / Closed;41408,41611;41408,42165;2;1;0;2; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
35;1; ;Other;6;2;1983;0;2;2;1;1;5;1;2;3; ;3;2;3;3;3;3;3;3;2;2;3;2;2;3;3;2;2;2;2;2;2;3;3;0;0;0;0;0;0;1;0;0; ; ; ;0;1;2;2;2;3;2;2;Complete / Closed;41408,4205;41408,42309;2;1;0;1; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
33;3; ;Post-doc;4;2;1981;1;1;1;1;1;5;3;3;1;2;2;2;2;4;4;2;5;4;2;2;4;3;3;4;4;2;5;3;5;5;4;3;3;0;0;0;0;0;0;1;0;7;9,7;10,6;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,42051;41408,51635;2;0;0;1; ;1;1;1;1; ; ; ;2; ;1;1;2; ;2;2; ;2
206;1; ;PhD student;5;1;1982;0;1;1;1;3;2;3;4;2;3;3;5;2;3;4;3;3;5;3;3;4;4;4;4;2;2;1;1;1;1;1;2;3;0;0;0;0;0;0;1;0;3;2,53; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,42065;41408,42364;2;0;0;1; ;2;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
626;1; ;Other;6;1;1965;0;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;3;3;3;3;2;2;Complete / Closed;41408,42084;41408,42215;2;0;0;2; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
80;3; ;PhD student;5;1;1984;0;1;4;1;1;1;3;2;1;4;3;2;2;4;4;2;4;4;2;2;4;3;3;4;3;3;3;3;3;4;3;2;2;0;0;0;0;0;0;1;0;1; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,42627;41408,43096;2;0;0;2; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
737;1; ;PhD student;5;2;1982;0;2;1;1;1;3;1;4;2;4;3;2;2;4;4;2;5;5;3;3;3;3;2;4;4;2;3;3;2;4;4;4;2;0;0;0;0;0;0;1;0;3;7,04;6,45;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,43182;41408,43882;2;1;0;1; ;2;1;1;1; ; ; ; ;2;0;0;2; ;2; ;1;1
586;1; ;Professor;1;1;1961;1;3;2;1;1;4;2;3;1;2;2;3;2;3;3;3;4;4;2;2;4;2;3;3;4;2;4;4;4;4;4;2;2;1;1;0;0;0;1;0;2;20;31,03;33,587;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,44958;41408,45434;2;1;0;1; ;1;1;0;1;2; ; ; ; ;1;1; ; ; ; ; ; 
445;3; ;Post-doc;4;1;1979;1; ; ;1;1;4;2;4; ; ; ; ;2;5;5;5;5;5;2;2;4;4;3;5;4;3;3;5;5;5;5;4;2;0; ; ; ; ; ; ; ;4;38,59;38,15;2;0; ; ; ; ; ; ; ;Complete / Closed;41408,46461;41408,46952;2; ;0; ; ;2;1;1;1; ; ; ;2; ;1;1;2; ;2;2; ;2
566;1; ;Associate professor;2;2;1963;1;2;3;1;1;4;2;3;2;3;3;3;2;3;4;2;5;4;3;3;3;3;3;3;3;2;3;3;5;5;5;3;1;0;0;0;0;0;1;0;1;14;9,7;10,6;2;0; ; ; ; ; ; ; ;Complete / Closed;41408,47167;41408,48033;2;1;0;2; ;1;1;0;1; ;2; ; ; ;1;1; ; ; ; ; ; 
4445;1; ;Other;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41408,52231; ;2; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
275;1; ; ; ;1;1975;1;1;4;1;1;4;2;3;1;2;2;3;2;3;4;3;4;4;3;3;4;4;3;3;4;3;4;4;4;4;4;3;2;0;0;0;0;0;0;1;0;5;2,94;3,54;1;0;2;3;2;2;2;3;2;Complete / Closed;41408,52632;41408,5319;2;0;0;2; ;1;1;0;0; ; ; ; ; ;0;0; ; ; ; ; ; 
745;1; ;PhD student;5;1;1985;0;1;1;1;1;3;2;2;3; ;2;2;2;4;4;2;4;4;2;2;2;4;2;3;3;2;3;2;2;2;3;2;2;1;0;0;0;0;1;0;1;0; ; ;0;0; ; ; ; ; ; ; ;Complete / Closed;41408,5319;41408,53767;2;0;0;1; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
634;3; ;Other;6;1;1949;0;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;3;3;3;3;3;3;Complete / Closed;41408,54513;41408,5463;2;0;0;2; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
543;1; ;PhD student;5;1;1984;0;2;4;1;2;4;1;4;2;4;3; ;2;3;4;3;4;4;3;2;3;3;3;2;3;3;2;2;2;4;5;2;2;0;0;0;0;0;0;1;0;5;3,78;3,54;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,5453;41408,55643;2;1;0;2; ;2;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
710;1; ;PhD student;5;1;1985;0;1;3;1; ;4;2;4;2;4;2;4;1;4;4;3;4;4;3;3;2;3;5;4;5;3;2;4;3;2;3;2;2;0;0;0;0;0;0;1;0;7;6,378;6,22;1;0; ; ; ; ; ; ; ;Complete / Closed;41408,55921;41408,56375;2;0;0;2; ;2;1;1; ; ; ; ; ;2;0;0; ; ; ; ;1;1
439;1; ;PhD student;5;2;1982;0;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,56481;41408,56514;2;1;0;2; ; ;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
18;4; ;Assistant professor;3;1;1973;1;2;2;1;1;4;2;3;1;2;2;2;3;3;5;2;5;4;2;2;4;3;3;4;3;3;3;3;3;4;4;4;2;0; ; ; ; ; ; ; ;15;3,25;3,78;1;0;2;3;3;3;2;3;3;Complete / Closed;41408,56653;41408,57101;2;1;0;1; ;1;1;0;0; ; ;2; ; ;0;0; ; ; ; ; ; 
178;1; ;PhD student;5;1;1974;1;1;2;1;1;5;2;3;1;4;3;4;2;4;3;2;5;4;1;1;3;3;1;3;4;3;1;2;1;1;1;2;2;0; ; ; ; ; ; ; ;6; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41408,56908;41408,57635;2;0;0;1; ;1;1;0; ; ; ; ; ;2; ; ; ; ; ; ; ; 
5163;1; ;Other;6;1;1989;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41408,61916; ;2; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697;1; ;Professor;1;1;1956;1;2;4;1;3;5;3;3;1;4;3;3;2;2;3;2;3;4;2;2;4;4;4;4;5;4;5;2;5;5;5;3;2;0;0;0;0;0;0;1;0;12;38,59;38,15;4;0;1;2;3;3;3;2;2;Complete / Closed;41408,63371;41408,64022;2;1;0;2; ;1;1;0;1;2; ; ; ; ;1;1; ; ; ; ; ; 
2359;1; ;Other;6;2;1974;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41408,65224; ;2; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
169;1; ;PhD student;5;1;1988;0;1;3;1;1;4;2;4;2;4;2;2;2;3;3;3;4;4;2;2;4; ;1;3;2;3;2;2;2;2;3;3;2;0;0;0;0;0;0;1;0;2;6,14;5,56;2;0;1;3;2;2;1;2;1;Complete / Closed;41408,67851;41408,68466;2;0;0;2; ;2;1;1; ; ; ; ; ;2;0;0; ; ; ; ;1;1
